count,index,impulsemeasures,parameters,calculated,measures,key
26,160,"[u'4.4368', u'6780', u'-10.243', u'0.4457', u'1209.4']","[u'0.025601', u'0.97', u'-0.0045833', u'1894', u'1.0177']","[u'2.5887', u'1610', u'8.1994', u'0.42842', u'3713']","[u'6.2211', u'8812.8', u'8.2151', u'0.43853', u'3609.7']",6104705453260800
27,167,"[u'2.153', u'3625', u'-12.753', u'0.16532', u'5258.9']","[u'0.026916', u'0.93', u'-0.0098333', u'15289', u'3.2662']","[u'2.05', u'1940', u'-5.1966', u'0.1964', u'9883.1']","[u'7.7374', u'9977.8', u'-5.1917', u'0.19695', u'9207.8']",6121137998135296
26,140,"[u'0.19711', u'3410', u'-3.7965', u'0.039409', u'3466']","[u'0.035896', u'0.26', u'0.0074167', u'5812', u'7.5931']","[u'0.15729', u'640', u'8.0828', u'0.032384', u'7162.7']","[u'4.1215', u'778.55', u'8.1305', u'0.041977', u'6844.2']",6128456622407680
26,159,"[u'4.5117', u'1660', u'-12.858', u'0.34464', u'4910.9']","[u'0.064875', u'0.93', u'-0.00525', u'14388', u'9.7846']","[u'5.9025', u'430', u'-14.622', u'0.47314', u'9770.3']","[u'4.6284', u'1044.4', u'-14.618', u'0.47728', u'9118.4']",6145043786104832
27,151,"[u'0.40995', u'4995', u'-2.884', u'0.057938', u'1728.9']","[u'0.033991', u'0.61', u'0.0014167', u'2479', u'8.5641']","[u'0.37267', u'860', u'2.4344', u'0.05', u'4428.5']","[u'7.4936', u'1181', u'2.4358', u'0.056677', u'4292.8']",6148488349876224
27,112,"[u'1.1791', u'1890', u'-8.4353', u'0.1028', u'5280.7']","[u'0.027914', u'0.87', u'-0.0063333', u'22050', u'0.87636']","[u'0.84913', u'1680', u'8.9412', u'0.11102', u'10307']","[u'1.1868', u'3648.7', u'8.9214', u'0.1145', u'9700.1']",6164671786647552
26,134,"[u'4.8265', u'1400', u'-11.973', u'0.38128', u'3939.8']","[u'0.06737', u'0.93', u'-0.0083333', u'11290', u'5.567']","[u'5.5417', u'520', u'-9.2055', u'0.49142', u'9220.7']","[u'6.9713', u'1490.9', u'-9.2055', u'0.49679', u'8663.6']",6168709055905792
27,146,"[u'0.10655', u'6860', u'-71.174', u'0.0081665', u'8420.4']","[u'0.010862', u'0.56', u'-0.00875', u'376', u'27.519']","[u'0.089667', u'5030', u'1.3984', u'0.014659', u'1126.9']","[u'2.7221', u'7941.2', u'1.452', u'0.016208', u'1106']",6182598980141056
26,138,"[u'0.62542', u'5260', u'-6.2332', u'0.074576', u'2371']","[u'0.029955', u'0.76', u'-0.01', u'3683', u'44.888']","[u'0.80554', u'1760', u'-17.024', u'0.067436', u'5632.1']","[u'0.98853', u'8658.8', u'-16.997', u'0.068381', u'5429.2']",6187589732139008
26,228,"[u'3.3593', u'4920', u'-1.6355', u'0.54087', u'114.18']","[u'0.038753', u'0.96', u'-0.0070833', u'170', u'11.095']","[u'3.0034', u'1120', u'-0.78095', u'0.48751', u'596.17']","[u'5.8349', u'4115.3', u'-0.80112', u'0.49377', u'585.74']",6200783871672320
27,236,"[u'1.9006', u'4250', u'-2.7686', u'0.22662', u'669.93']","[u'0.052902', u'0.87', u'-0.0083333', u'934', u'2.9879']","[u'1.3253', u'780', u'8.8664', u'0.21226', u'2255.3']","[u'7.1133', u'2585.6', u'8.8931', u'0.21393', u'2204.4']",6208987259207680
26,9,"[u'0.39207', u'9810', u'-2.7904', u'0.051139', u'912.48']","[u'0.015896', u'0.78', u'-0.0083333', u'1294', u'76.444']","[u'0.44975', u'3210', u'-17.764', u'0.038869', u'2854']","[u'7.6541', u'9982.8', u'-17.751', u'0.040628', u'2783.7']",6212526312259584
27,202,"[u'4.2144', u'3135', u'-6.9386', u'0.47223', u'863.46']","[u'0.062971', u'0.93', u'-0.0115', u'1210', u'31.869']","[u'5.3182', u'800', u'-15.858', u'0.45949', u'2720.9']","[u'4.5903', u'9029.6', u'-15.858', u'0.45936', u'2655.2']",6217448344780800
26,224,"[u'2.4078', u'520', u'-9.8192', u'0.21394', u'4897.6']","[u'0.0739', u'0.85', u'-0.011333', u'22050', u'19.608']","[u'3.348', u'600', u'-17.326', u'0.25876', u'10307']","[u'2.2872', u'7802', u'-17.317', u'0.25875', u'10849']",6221485614039040
26,7,"[u'4.9067', u'2830', u'-14.071', u'0.35541', u'4138.6']","[u'0.038753', u'0.96', u'-0.0055', u'14601', u'8.0568']","[u'6.0635', u'950', u'-15.549', u'0.48706', u'9798.6']","[u'1.3167', u'9835.9', u'-15.569', u'0.4941', u'9141']",6228855777918976
26,230,"[u'0.57387', u'6690', u'-7.6584', u'0.059557', u'2851']","[u'0.018798', u'0.8', u'-0.00875', u'4712', u'37.858']","[u'0.61333', u'3090', u'-17.524', u'0.049532', u'6449.4']","[u'4.4636', u'9326.6', u'-17.582', u'0.051872', u'6189.6']",6234009738674176
27,11,"[u'4.7868', u'1580', u'-7.5612', u'0.47981', u'1771.5']","[u'0.086916', u'0.91', u'-0.0085', u'2682', u'1.5289']","[u'3.4925', u'300', u'8.3564', u'0.49567', u'4654.3']","[u'7.5412', u'1162.6', u'8.3512', u'0.49852', u'4507.3']",6245442941616128
26,249,"[u'0.73026', u'6310', u'-4.241', u'0.09043', u'1184.7']","[u'0.027914', u'0.81', u'-0.0018333', u'1662', u'55.732']","[u'0.91504', u'1160', u'-16.916', u'0.077665', u'3398.2']","[u'6.7646', u'2179.8', u'-16.937', u'0.083078', u'3307.2']",6250596902371328
27,241,"[u'0.64207', u'4585', u'-9.2146', u'0.059675', u'5431.5']","[u'0.019977', u'0.81', u'-0.00775', u'14166', u'2.5757']","[u'0.49588', u'2730', u'2.1369', u'0.05569', u'9739.7']","[u'0.65342', u'5959', u'2.1419', u'0.057876', u'9093.8']",6254041466142720
27,3,"[u'0.062494', u'1860', u'-39.979', u'0.014445', u'7551.5']","[u'0.010862', u'0.14', u'0.00125', u'22050', u'8.8585']","[u'0.036083', u'2960', u'8.223', u'0.0089938', u'10307']","[u'1.9956', u'1700.3', u'8.3329', u'0.015479', u'10609']",6261875486490624
26,229,"[u'3.8859', u'695', u'-10.823', u'0.29827', u'6063.4']","[u'0.058798', u'0.92', u'-0.0075', u'22050', u'0.91621']","[u'3.0159', u'630', u'6.1023', u'0.37663', u'10307']","[u'6.8299', u'2554.2', u'6.1034', u'0.37999', u'9984.9']",6266617130385408
27,237,"[u'2.2914', u'4215', u'-13.941', u'0.1654', u'4029.9']","[u'0.015896', u'0.96', u'-0.0070833', u'22050', u'8.7133']","[u'2.5503', u'2770', u'-16.727', u'0.2005', u'10307']","[u'1.4846', u'8195', u'-16.716', u'0.20311', u'9726.1']",6275645151641600
27,248,"[u'3.4824', u'470', u'-10.413', u'0.26789', u'5993']","[u'0.080975', u'0.86', u'-0.00775', u'22050', u'3.9449']","[u'3.0938', u'350', u'-3.7556', u'0.3024', u'10307']","[u'7.1024', u'1041.9', u'-3.7567', u'0.30466', u'10605']",6282895056437248
26,10,"[u'0.13754', u'4500', u'-41.03', u'0.01858', u'6863.4']","[u'0.010862', u'0.53', u'-0.0080833', u'22050', u'2.6175']","[u'0.089667', u'4740', u'7.8824', u'0.013707', u'10307']","[u'3.3499', u'9929.9', u'7.938', u'0.015608', u'10884']",6285781274460160
26,2,"[u'2.018', u'485', u'6.7353', u'0.46898', u'38.491']","[u'0.076893', u'0.91', u'-0.011333', u'57', u'232.59']","[u'4.1622', u'550', u'-18.651', u'0.43956', u'240.52']","[u'7.0969', u'7107.2', u'-18.655', u'0.44076', u'236.58']",6289225838231552
27,225,"[u'0.63339', u'5255', u'-3.2585', u'0.084169', u'1290.4']","[u'0.034989', u'0.74', u'-0.01', u'1801', u'9.7147']","[u'0.60779', u'1640', u'-0.20153', u'0.073163', u'3589.2']","[u'6.6634', u'9874.2', u'-0.21462', u'0.074147', u'3490.9']",6294534417809408
26,246,"[u'1.6912', u'4275', u'-5.5156', u'0.20446', u'1114']","[u'0.047914', u'0.87', u'-0.0035', u'1570', u'63.017']","[u'2.4225', u'670', u'-19.836', u'0.1921', u'3267.6']","[u'6.1645', u'1357', u'-19.825', u'0.19658', u'3181.7']",6299224522096640
27,238,"[u'4.32', u'2795', u'-4.2895', u'0.51483', u'573.65']","[u'0.076893', u'0.92', u'-0.0088333', u'771', u'6.6107']","[u'3.795', u'440', u'0.39739', u'0.49141', u'1956.5']","[u'2.7933', u'1904.5', u'0.39312', u'0.49398', u'1915.2']",6313982029725696
27,250,"[u'4.5068', u'3425', u'-12.441', u'0.34644', u'4062.5']","[u'0.026916', u'0.97', u'-0.0063333', u'13309', u'0.5941']","[u'3.354', u'1550', u'5.938', u'0.45225', u'9610.3']","[u'5.3121', u'8537.2', u'5.9427', u'0.45403', u'8988.6']",6315811685793792
26,109,"[u'0.89932', u'1495', u'7.7587', u'0.19569', u'59.128']","[u'0.056757', u'0.82', u'-0.00875', u'94', u'24.359']","[u'0.96267', u'720', u'2.3887', u'0.16794', u'365.73']","[u'7.701', u'2558.6', u'2.3861', u'0.16968', u'360.07']",6336985874563072
27,117,"[u'5.4985', u'2410', u'-11.425', u'0.39965', u'4007.4']","[u'0.046916', u'0.95', u'-0.01', u'8898', u'0.78742']","[u'3.589', u'1080', u'6.8319', u'0.47635', u'8551.7']","[u'0.78547', u'5889.8', u'6.8404', u'0.47719', u'8087.1']",6346013895819264
27,128,"[u'0.37229', u'4475', u'-42.102', u'0.033683', u'6726']","[u'0.012948', u'0.78', u'-0.006', u'22050', u'3.6175']","[u'0.29367', u'3300', u'-0.52202', u'0.031551', u'10307']","[u'7.7615', u'7359.9', u'-0.47174', u'0.034434', u'9596.2']",6353263800614912
27,105,"[u'1.115', u'2840', u'-10.738', u'0.094229', u'5057.6']","[u'0.022971', u'0.88', u'-0.0035', u'22050', u'9.4895']","[u'1.19', u'1710', u'-12.187', u'0.099048', u'10307']","[u'7.6229', u'2818.9', u'-12.184', u'0.10354', u'10986']",6364903161987072
26,126,"[u'0.92726', u'1335', u'-5.0144', u'0.12753', u'3119.2']","[u'0.095941', u'0.53', u'-0.0095833', u'4820', u'59.729']","[u'1.1943', u'270', u'-15.472', u'0.12094', u'6526.1']","[u'0.51879', u'1008.2', u'-15.468', u'0.12182', u'6260.2']",6369593266274304
27,118,"[u'0.45813', u'6625', u'-7.5036', u'0.048533', u'4047.4']","[u'0.015896', u'0.8', u'-0.0085', u'7949', u'1.4358']","[u'0.31671', u'3310', u'8.9713', u'0.042393', u'8201.2']","[u'5.5732', u'9075.9', u'8.9845', u'0.044029', u'7778.3']",6384350773903360
26,130,"[u'4.265', u'525', u'-9.8044', u'0.36186', u'4152.3']","[u'0.084785', u'0.91', u'-0.0095833', u'22050', u'1.5858']","[u'4.3505', u'390', u'1.9205', u'0.4835', u'10307']","[u'1.4081', u'3335.5', u'1.9128', u'0.48465', u'10043']",6386180429971456
27,137,"[u'2.6195', u'3130', u'1.2203', u'0.47913', u'120.36']","[u'0.060975', u'0.93', u'-0.0098333', u'168', u'57.892']","[u'4.0463', u'700', u'-12.476', u'0.44444', u'590.44']","[u'7.3152', u'5029.7', u'-12.486', u'0.44478', u'580.33']",6402612974845952
28,110,"[u'0.79512', u'1280', u'-9.5275', u'0.0724', u'7450.6']","[u'0.026916', u'0.81', u'-0.00925', u'22050', u'1.6616']","[u'0.62567', u'2030', u'5.4229', u'0.075423', u'10307']","[u'2.7648', u'8773.5', u'5.4283', u'0.076569', u'10474']",6409931599118336
27,129,"[u'0.14568', u'6310', u'0.36534', u'0.029943', u'1143.2']","[u'0.021927', u'0.4', u'0.00575', u'1576', u'9.6638']","[u'0.12225', u'1180', u'7.7367', u'0.023027', u'3276.3']","[u'4.9176', u'1359.1', u'7.7469', u'0.031644', u'3189.7']",6426518762815488
26,121,"[u'3.3873', u'3450', u'-11.225', u'0.26077', u'4141.2']","[u'0.03195', u'0.95', u'0.00625', u'9701', u'0.68679']","[u'2.38', u'730', u'7.7804', u'0.32404', u'8806.9']","[u'1.1305', u'1098.4', u'7.7809', u'0.33295', u'8309.1']",6429963326586880
26,82,"[u'0.63463', u'1900', u'-4.6103', u'0.089614', u'2896.1']","[u'0.06737', u'0.52', u'-0.01125', u'4494', u'98.021']","[u'0.85938', u'720', u'-19.294', u'0.083446', u'6289.6']","[u'7.4415', u'9069.5', u'-19.294', u'0.084316', u'6041.9']",6446146763358208
27,104,"[u'3.8992', u'3720', u'-10.056', u'0.2952', u'3394.1']","[u'0.030998', u'0.96', u'-0.00875', u'11564', u'0.49194']","[u'2.7025', u'1720', u'9.1936', u'0.392', u'9281.6']","[u'1.1974', u'8120.6', u'9.1982', u'0.39232', u'8715']",6450184032616448
26,116,"[u'2.4662', u'1630', u'-0.45387', u'0.4765', u'23.755']","[u'0.024875', u'0.97', u'-0.0070833', u'56', u'8.2844']","[u'1.4652', u'2020', u'5.2246', u'0.41925', u'236.96']","[u'6.7343', u'6203.7', u'5.2499', u'0.42188', u'232.79']",6464073956851712
26,108,"[u'3.8992', u'3720', u'-13.644', u'0.29716', u'3281.2']","[u'0.030998', u'0.96', u'-0.0070833', u'8930', u'9.9908']","[u'4.9105', u'1480', u'-16.272', u'0.39201', u'8562.6']","[u'0.797', u'9281.7', u'-16.267', u'0.39335', u'8096.5']",6469064708849664
26,50,"[u'0.36986', u'3115', u'-8.1902', u'0.039668', u'5957.5']","[u'0.018798', u'0.7', u'0.0035', u'22050', u'30.313']","[u'0.40392', u'1620', u'-16.887', u'0.034365', u'10307']","[u'5.4796', u'1968', u'-16.952', u'0.042561', u'10871']",6477723362918400
26,58,"[u'4.3399', u'3850', u'-6.2766', u'0.48607', u'838.22']","[u'0.054943', u'0.94', u'-0.00425', u'1180', u'1.7299']","[u'2.8411', u'550', u'8.8231', u'0.46599', u'2672.5']","[u'5.6552', u'1201.6', u'8.826', u'0.46993', u'2608.2']",6486751384174592
26,68,"[u'4.6288', u'2810', u'-12.716', u'0.35359', u'3219.7']","[u'0.046916', u'0.94', u'-0.0020833', u'6195', u'21.669']","[u'5.3438', u'610', u'-19.924', u'0.39831', u'7379']","[u'1.4145', u'1181.5', u'-19.916', u'0.40305', u'7040.9']",6494001288970240
27,46,"[u'0.057324', u'1175', u'-40.551', u'0.01473', u'8385.5']","[u'0.010862', u'0.01', u'-0.0060833', u'22050', u'434.34']","[u'0.025583', u'4270', u'-8.0864', u'0.0080518', u'10307']","[u'0.82137', u'1944.8', u'-7.8898', u'0.010847', u'9513']",6505640650342400
27,66,"[u'3.7412', u'2430', u'-4.8281', u'0.48477', u'685.64']","[u'0.081927', u'0.91', u'-0.010833', u'926', u'65.883']","[u'5.7477', u'470', u'-19.8', u'0.46846', u'2241.1']","[u'1.6086', u'6504.6', u'-19.795', u'0.46841', u'2190.4']",6510330754629632
26,59,"[u'0.33296', u'8200', u'-58.123', u'0.030754', u'4836.7']","[u'0.012948', u'0.74', u'-0.0085', u'6364', u'3.8631']","[u'0.22842', u'4140', u'2.6764', u'0.027084', u'7469.9']","[u'0.50467', u'8948.2', u'2.7287', u'0.028749', u'7123.6']",6525088262258688
26,70,"[u'3.3116', u'2145', u'-9.5351', u'0.29138', u'3463']","[u'0.056757', u'0.91', u'-0.0013333', u'6729', u'1.0899']","[u'2.4542', u'450', u'7.7148', u'0.32404', u'7656.9']","[u'0.69904', u'769.79', u'7.7125', u'0.32967', u'7291.9']",6526917918326784
26,77,"[u'5.1133', u'2355', u'-14.558', u'0.34155', u'4162.4']","[u'0.027914', u'0.97', u'-0.003', u'22050', u'2.8097']","[u'4.94', u'1250', u'-8.176', u'0.46495', u'10307']","[u'1.0622', u'8747.8', u'-8.1942', u'0.47259', u'9864.6']",6543350463201280
26,51,"[u'3.928', u'4065', u'-5.8629', u'0.46535', u'662.22']","[u'0.051995', u'0.94', u'-0.0093333', u'914', u'2.1213']","[u'2.6315', u'860', u'8.1752', u'0.43848', u'2219.7']","[u'7.819', u'3015.9', u'8.1566', u'0.4417', u'2170.7']",6550669087473664
26,69,"[u'0.70878', u'2860', u'-0.20314', u'0.11082', u'988.98']","[u'0.069909', u'0.61', u'-0.01125', u'1334', u'4.942']","[u'0.61467', u'650', u'9.8572', u'0.10273', u'2916.2']","[u'7.9329', u'7160.4', u'9.8495', u'0.10307', u'2844']",6567256251170816
27,62,"[u'3.597', u'9275', u'-5.6586', u'0.51946', u'111.22']","[u'0.016848', u'0.98', u'-0.0085', u'201', u'3.4334']","[u'1.7944', u'3190', u'5.5413', u'0.41761', u'683.21']","[u'1.1747', u'7032.9', u'5.5312', u'0.42699', u'673.32']",6570700814942208
27,23,"[u'1.5118', u'960', u'-7.343', u'0.14377', u'4748']","[u'0.050862', u'0.84', u'-0.0063333', u'22050', u'0.94643']","[u'1.2709', u'710', u'9.3547', u'0.16757', u'10307']","[u'1.5524', u'1648.4', u'9.3589', u'0.17027', u'10538']",6586884251713536
27,45,"[u'1.7411', u'2630', u'-10.784', u'0.14489', u'4967']","[u'0.038753', u'0.88', u'-0.0105', u'17976', u'23.521']","[u'2.2691', u'1500', u'-19.884', u'0.16681', u'10129']","[u'7.3918', u'9244', u'-19.906', u'0.16874', u'9391.7']",6590921520971776
26,57,"[u'0.25955', u'8935', u'-0.11995', u'0.040781', u'771.74']","[u'0.018798', u'0.67', u'-0.0025', u'1052', u'8.7602']","[u'0.21254', u'1960', u'4.6829', u'0.031653', u'2460.1']","[u'7.9662', u'2701.3', u'4.6155', u'0.036758', u'2402.6']",6604811445207040
26,49,"[u'1.0656', u'1765', u'-7.363', u'0.10688', u'5253.4']","[u'0.052902', u'0.74', u'-0.010833', u'10860', u'1.4053']","[u'0.80279', u'1000', u'9.8472', u'0.11102', u'9119.4']","[u'0.81723', u'8193', u'9.8775', u'0.11162', u'8577.6']",6609802197204992
26,169,"[u'3.8301', u'490', u'-11.749', u'0.30038', u'5610.2']","[u'0.077846', u'0.9', u'-0.00925', u'22050', u'15.565']","[u'5.2743', u'450', u'-17.419', u'0.40159', u'10307']","[u'5.2075', u'1778.5', u'-17.404', u'0.40364', u'10324']",6618460851273728
26,177,"[u'3.9039', u'3610', u'-7.4254', u'0.43448', u'971.79']","[u'0.056757', u'0.93', u'-0.00083333', u'1356', u'19.18']","[u'4.4734', u'430', u'-11.935', u'0.41388', u'2950']","[u'7.0274', u'769.77', u'-11.938', u'0.41982', u'2875.6']",6627488872529920
26,188,"[u'1.0376', u'1270', u'-8.7516', u'0.097902', u'5223.7']","[u'0.038753', u'0.8', u'-0.0048333', u'22050', u'5.1837']","[u'1.0385', u'960', u'-4.1352', u'0.10299', u'10307']","[u'7.2209', u'1699.5', u'-4.1585', u'0.10717', u'10517']",6634738777325568
26,165,"[u'3.0771', u'2630', u'-0.66655', u'0.47498', u'304.91']","[u'0.087914', u'0.9', u'-0.0095833', u'397', u'7.2652']","[u'2.9878', u'350', u'3.5372', u'0.45411', u'1176.1']","[u'3.1025', u'1726.2', u'3.5464', u'0.45484', u'1154.2']",6646378138697728
27,186,"[u'0.2213', u'6480', u'-1.0547', u'0.037816', u'1268']","[u'0.022971', u'0.54', u'0.002', u'1778', u'11.704']","[u'0.20171', u'1320', u'2.5755', u'0.029463', u'3558.1']","[u'1.3886', u'1710.6', u'2.5801', u'0.036435', u'3461.6']",6651068242984960
26,178,"[u'0.61862', u'7120', u'-5.7403', u'0.071178', u'1922.5']","[u'0.020839', u'0.82', u'-0.0088333', u'2982', u'2.2119']","[u'0.44471', u'2620', u'8.3117', u'0.061286', u'4969.7']","[u'2.7169', u'9224.6', u'8.318', u'0.063194', u'4805']",6665825750614016
26,190,"[u'4.7158', u'1535', u'-8.5817', u'0.44703', u'2208.7']","[u'0.089955', u'0.9', u'-0.0080833', u'3479', u'2.3727']","[u'3.7744', u'270', u'3.9937', u'0.4625', u'5449.2']","[u'0.91071', u'2026.7', u'3.9832', u'0.46578', u'5257.3']",6667655406682112
27,197,"[u'4.3601', u'3775', u'-6.3911', u'0.52042', u'629.83']","[u'0.057982', u'0.94', u'-0.010833', u'877', u'32.591']","[u'5.4772', u'870', u'-15.394', u'0.49148', u'2153.1']","[u'5.8811', u'7019.2', u'-15.395', u'0.49211', u'2105.6']",6684087951556608
26,170,"[u'0.19656', u'6805', u'0.1966', u'0.035962', u'999.01']","[u'0.022971', u'0.51', u'0.0035', u'1382', u'12.585']","[u'0.17854', u'1240', u'3.6448', u'0.028033', u'2989.7']","[u'6.3962', u'1541.5', u'3.6495', u'0.035771', u'2914.2']",6691406575828992
26,189,"[u'2.0708', u'3610', u'-9.9728', u'0.15124', u'4752.3']","[u'0.017846', u'0.95', u'-0.0060833', u'22050', u'0.46425']","[u'1.2608', u'2490', u'9.7782', u'0.18043', u'10307']","[u'2.0159', u'7899.6', u'9.7822', u'0.18411', u'9733.6']",6707993739526144
27,181,"[u'1.2903', u'2115', u'-10.724', u'0.10921', u'5244.3']","[u'0.028957', u'0.88', u'-0.01', u'22050', u'6.34']","[u'1.404', u'2100', u'-8.6668', u'0.1247', u'10307']","[u'7.9225', u'8459', u'-8.6806', u'0.12595', u'9805']",6711438303297536
26,142,"[u'4.2807', u'725', u'-10.749', u'0.35411', u'4611.6']","[u'0.097438', u'0.89', u'-0.0115', u'14678', u'6.6646']","[u'5.2177', u'310', u'-9.1056', u'0.45863', u'9808.6']","[u'7.8933', u'8018.7', u'-9.1006', u'0.46112', u'9148.9']",6727621740068864
27,164,"[u'0.89748', u'3015', u'-10.504', u'0.077469', u'5899.7']","[u'0.022971', u'0.85', u'-0.003', u'22050', u'16.027']","[u'1.0084', u'1700', u'-15.569', u'0.080077', u'10307']","[u'6.076', u'2914.3', u'-15.565', u'0.084672', u'10818']",6731659009327104
26,176,"[u'2.2757', u'2855', u'-3.1957', u'0.30002', u'766.35']","[u'0.071859', u'0.87', u'-0.011083', u'1044', u'3.3078']","[u'1.9182', u'580', u'7.5179', u'0.28839', u'2446.5']","[u'1.1741', u'8655.3', u'7.5288', u'0.28868', u'2389.6']",6745548933562368
27,168,"[u'0.65971', u'7745', u'-3.1911', u'0.080641', u'997.07']","[u'0.023832', u'0.81', u'-0.0080833', u'1414', u'3.2674']","[u'0.44654', u'2020', u'8.4302', u'0.066102', u'3038.1']","[u'1.2906', u'6496.6', u'8.3931', u'0.068797', u'2961.6']",6750539685560320
